[2025-12-17 16:30:55] test_synthetic.py(142) : DEBUG_MODE: False
[2025-12-17 16:30:55] test_synthetic.py(143) : USE_CUDA: True, CUDA_DEVICE_NUM: 0
[2025-12-17 16:30:55] test_synthetic.py(144) : env_params{'mode': 'test', 'data_path': '/public/home/bayp/exp_survey_202509/0_data_survey/survey_synthetic_tsp/test_tsp1000_n128_lkh.txt', 'sub_path': False, 'RRC_budget': 1000}
[2025-12-17 16:30:55] test_synthetic.py(144) : model_params{'mode': 'test', 'embedding_dim': 128, 'sqrt_embedding_dim': 11.313708498984761, 'decoder_layer_num': 6, 'qkv_dim': 16, 'head_num': 8, 'ff_hidden_dim': 512}
[2025-12-17 16:30:55] test_synthetic.py(144) : tester_params{'use_cuda': True, 'cuda_device_num': 0, 'test_episodes': 128, 'test_batch_size': 128}
[2025-12-17 16:30:55] test_synthetic.py(144) : logger_params{'log_file': {'desc': 'test_tsp1000_RRC1000', 'filename': 'run_log.txt', 'filepath': './result_survey_tsp_synthetic/tsp1000/20251217_163055test_tsp1000_RRC1000'}}
[2025-12-17 16:32:34] TSPTester.py(192) : greedy, name:TSP1000, gap:3.116160 %,  Elapsed[1.63m], stu_l:23.838638 , opt_l:23.118198
[2025-12-17 18:59:26] TSPTester.py(256) : RRC step322, name:TSP1000, gap:0.912479 %, Elapsed[2.48h], stu_l:23.329216 , opt_l:23.118198
[2025-12-17 18:59:27] TSPTester.py(256) : RRC step323, name:TSP1000, gap:0.909500 %, Elapsed[2.48h], stu_l:23.328529 , opt_l:23.118198
[2025-12-17 19:00:49] TSPTester.py(256) : RRC step324, name:TSP1000, gap:0.909500 %, Elapsed[2.50h], stu_l:23.328529 , opt_l:23.118198
[2025-12-17 19:02:19] TSPTester.py(256) : RRC step325, name:TSP1000, gap:0.909501 %, Elapsed[2.52h], stu_l:23.328529 , opt_l:23.118198
[2025-12-17 19:02:24] TSPTester.py(256) : RRC step326, name:TSP1000, gap:0.909263 %, Elapsed[2.52h], stu_l:23.328474 , opt_l:23.118198
[2025-12-17 19:02:27] TSPTester.py(256) : RRC step327, name:TSP1000, gap:0.908726 %, Elapsed[2.53h], stu_l:23.328352 , opt_l:23.118198
[2025-12-17 19:03:39] TSPTester.py(256) : RRC step328, name:TSP1000, gap:0.908725 %, Elapsed[2.55h], stu_l:23.328352 , opt_l:23.118198
[2025-12-17 19:03:39] TSPTester.py(256) : RRC step329, name:TSP1000, gap:0.908664 %, Elapsed[2.55h], stu_l:23.328339 , opt_l:23.118198
[2025-12-17 19:04:02] TSPTester.py(256) : RRC step330, name:TSP1000, gap:0.908663 %, Elapsed[2.55h], stu_l:23.328339 , opt_l:23.118198
[2025-12-17 19:04:02] TSPTester.py(256) : RRC step331, name:TSP1000, gap:0.906208 %, Elapsed[2.55h], stu_l:23.327770 , opt_l:23.118198
[2025-12-17 19:04:36] TSPTester.py(256) : RRC step332, name:TSP1000, gap:0.906208 %, Elapsed[2.56h], stu_l:23.327770 , opt_l:23.118198
[2025-12-17 19:04:41] TSPTester.py(256) : RRC step333, name:TSP1000, gap:0.905837 %, Elapsed[2.56h], stu_l:23.327684 , opt_l:23.118198
[2025-12-17 19:05:07] TSPTester.py(256) : RRC step334, name:TSP1000, gap:0.905079 %, Elapsed[2.57h], stu_l:23.327511 , opt_l:23.118198
[2025-12-17 19:06:19] TSPTester.py(256) : RRC step335, name:TSP1000, gap:0.905080 %, Elapsed[2.59h], stu_l:23.327511 , opt_l:23.118198
[2025-12-17 19:07:03] TSPTester.py(256) : RRC step336, name:TSP1000, gap:0.905080 %, Elapsed[2.60h], stu_l:23.327511 , opt_l:23.118198
[2025-12-17 19:07:06] TSPTester.py(256) : RRC step337, name:TSP1000, gap:0.904640 %, Elapsed[2.60h], stu_l:23.327408 , opt_l:23.118198
[2025-12-17 19:07:08] TSPTester.py(256) : RRC step338, name:TSP1000, gap:0.903337 %, Elapsed[2.60h], stu_l:23.327106 , opt_l:23.118198
[2025-12-17 19:08:44] TSPTester.py(256) : RRC step339, name:TSP1000, gap:0.903336 %, Elapsed[2.63h], stu_l:23.327106 , opt_l:23.118198
[2025-12-17 19:09:34] TSPTester.py(256) : RRC step340, name:TSP1000, gap:0.903337 %, Elapsed[2.64h], stu_l:23.327106 , opt_l:23.118198
[2025-12-17 19:10:37] TSPTester.py(256) : RRC step341, name:TSP1000, gap:0.903337 %, Elapsed[2.66h], stu_l:23.327106 , opt_l:23.118198
[2025-12-17 19:11:35] TSPTester.py(256) : RRC step342, name:TSP1000, gap:0.903336 %, Elapsed[2.68h], stu_l:23.327106 , opt_l:23.118198
[2025-12-17 19:12:05] TSPTester.py(256) : RRC step343, name:TSP1000, gap:0.903336 %, Elapsed[2.69h], stu_l:23.327106 , opt_l:23.118198
[2025-12-17 19:13:27] TSPTester.py(256) : RRC step344, name:TSP1000, gap:0.903337 %, Elapsed[2.71h], stu_l:23.327106 , opt_l:23.118198
[2025-12-17 19:13:29] TSPTester.py(256) : RRC step345, name:TSP1000, gap:0.901660 %, Elapsed[2.71h], stu_l:23.326721 , opt_l:23.118198
[2025-12-17 19:13:30] TSPTester.py(256) : RRC step346, name:TSP1000, gap:0.900547 %, Elapsed[2.71h], stu_l:23.326466 , opt_l:23.118198
[2025-12-17 19:14:03] TSPTester.py(256) : RRC step347, name:TSP1000, gap:0.900546 %, Elapsed[2.72h], stu_l:23.326466 , opt_l:23.118198
[2025-12-17 19:15:26] TSPTester.py(256) : RRC step348, name:TSP1000, gap:0.900546 %, Elapsed[2.74h], stu_l:23.326466 , opt_l:23.118198
[2025-12-17 19:16:43] TSPTester.py(256) : RRC step349, name:TSP1000, gap:0.900547 %, Elapsed[2.76h], stu_l:23.326466 , opt_l:23.118198
[2025-12-17 19:17:16] TSPTester.py(256) : RRC step350, name:TSP1000, gap:0.900310 %, Elapsed[2.77h], stu_l:23.326408 , opt_l:23.118198
[2025-12-17 19:17:20] TSPTester.py(256) : RRC step351, name:TSP1000, gap:0.899077 %, Elapsed[2.77h], stu_l:23.326126 , opt_l:23.118198
[2025-12-17 19:17:38] TSPTester.py(256) : RRC step352, name:TSP1000, gap:0.899063 %, Elapsed[2.78h], stu_l:23.326122 , opt_l:23.118198
[2025-12-17 19:17:38] TSPTester.py(256) : RRC step353, name:TSP1000, gap:0.898211 %, Elapsed[2.78h], stu_l:23.325926 , opt_l:23.118198
[2025-12-17 19:18:04] TSPTester.py(256) : RRC step354, name:TSP1000, gap:0.898211 %, Elapsed[2.79h], stu_l:23.325926 , opt_l:23.118198
[2025-12-17 19:18:04] TSPTester.py(256) : RRC step355, name:TSP1000, gap:0.897507 %, Elapsed[2.79h], stu_l:23.325764 , opt_l:23.118198
[2025-12-17 19:18:32] TSPTester.py(256) : RRC step356, name:TSP1000, gap:0.897507 %, Elapsed[2.79h], stu_l:23.325764 , opt_l:23.118198
[2025-12-17 19:19:35] TSPTester.py(256) : RRC step357, name:TSP1000, gap:0.897507 %, Elapsed[2.81h], stu_l:23.325764 , opt_l:23.118198
[2025-12-17 19:20:02] TSPTester.py(256) : RRC step358, name:TSP1000, gap:0.897507 %, Elapsed[2.82h], stu_l:23.325764 , opt_l:23.118198
[2025-12-17 19:20:05] TSPTester.py(256) : RRC step359, name:TSP1000, gap:0.896810 %, Elapsed[2.82h], stu_l:23.325600 , opt_l:23.118198
[2025-12-17 19:20:07] TSPTester.py(256) : RRC step360, name:TSP1000, gap:0.895319 %, Elapsed[2.82h], stu_l:23.325256 , opt_l:23.118198
[2025-12-17 19:21:40] TSPTester.py(256) : RRC step361, name:TSP1000, gap:0.895319 %, Elapsed[2.85h], stu_l:23.325256 , opt_l:23.118198
[2025-12-17 19:22:14] TSPTester.py(256) : RRC step362, name:TSP1000, gap:0.893718 %, Elapsed[2.86h], stu_l:23.324883 , opt_l:23.118198
[2025-12-17 19:22:44] TSPTester.py(256) : RRC step363, name:TSP1000, gap:0.893718 %, Elapsed[2.86h], stu_l:23.324883 , opt_l:23.118198
[2025-12-17 19:24:24] TSPTester.py(256) : RRC step364, name:TSP1000, gap:0.893718 %, Elapsed[2.89h], stu_l:23.324883 , opt_l:23.118198
[2025-12-17 19:24:26] TSPTester.py(256) : RRC step365, name:TSP1000, gap:0.893701 %, Elapsed[2.89h], stu_l:23.324879 , opt_l:23.118198
[2025-12-17 19:25:02] TSPTester.py(256) : RRC step366, name:TSP1000, gap:0.893701 %, Elapsed[2.90h], stu_l:23.324879 , opt_l:23.118198
[2025-12-17 19:26:19] TSPTester.py(256) : RRC step367, name:TSP1000, gap:0.893701 %, Elapsed[2.92h], stu_l:23.324879 , opt_l:23.118198
[2025-12-17 19:27:24] TSPTester.py(256) : RRC step368, name:TSP1000, gap:0.893702 %, Elapsed[2.94h], stu_l:23.324879 , opt_l:23.118198
[2025-12-17 19:28:19] TSPTester.py(256) : RRC step369, name:TSP1000, gap:0.893701 %, Elapsed[2.96h], stu_l:23.324879 , opt_l:23.118198
[2025-12-17 19:28:27] TSPTester.py(256) : RRC step370, name:TSP1000, gap:0.892361 %, Elapsed[2.96h], stu_l:23.324570 , opt_l:23.118198
[2025-12-17 19:29:35] TSPTester.py(256) : RRC step371, name:TSP1000, gap:0.892362 %, Elapsed[2.98h], stu_l:23.324570 , opt_l:23.118198
[2025-12-17 19:29:38] TSPTester.py(256) : RRC step372, name:TSP1000, gap:0.891924 %, Elapsed[2.98h], stu_l:23.324471 , opt_l:23.118198
[2025-12-17 19:30:22] TSPTester.py(256) : RRC step373, name:TSP1000, gap:0.891923 %, Elapsed[2.99h], stu_l:23.324471 , opt_l:23.118198
[2025-12-17 19:30:31] TSPTester.py(256) : RRC step374, name:TSP1000, gap:0.891923 %, Elapsed[2.99h], stu_l:23.324471 , opt_l:23.118198
[2025-12-17 19:31:08] TSPTester.py(256) : RRC step375, name:TSP1000, gap:0.891923 %, Elapsed[3.00h], stu_l:23.324471 , opt_l:23.118198
[2025-12-17 19:31:13] TSPTester.py(256) : RRC step376, name:TSP1000, gap:0.891924 %, Elapsed[3.00h], stu_l:23.324471 , opt_l:23.118198
[2025-12-17 19:31:20] TSPTester.py(256) : RRC step377, name:TSP1000, gap:0.891923 %, Elapsed[3.01h], stu_l:23.324471 , opt_l:23.118198
[2025-12-17 19:31:22] TSPTester.py(256) : RRC step378, name:TSP1000, gap:0.888394 %, Elapsed[3.01h], stu_l:23.323652 , opt_l:23.118198
[2025-12-17 19:31:44] TSPTester.py(256) : RRC step379, name:TSP1000, gap:0.887966 %, Elapsed[3.01h], stu_l:23.323553 , opt_l:23.118198
[2025-12-17 19:32:29] TSPTester.py(256) : RRC step380, name:TSP1000, gap:0.887966 %, Elapsed[3.03h], stu_l:23.323553 , opt_l:23.118198
[2025-12-17 19:32:29] TSPTester.py(256) : RRC step381, name:TSP1000, gap:0.884763 %, Elapsed[3.03h], stu_l:23.322815 , opt_l:23.118198
[2025-12-17 19:32:37] TSPTester.py(256) : RRC step382, name:TSP1000, gap:0.884642 %, Elapsed[3.03h], stu_l:23.322788 , opt_l:23.118198
[2025-12-17 19:33:19] TSPTester.py(256) : RRC step383, name:TSP1000, gap:0.884643 %, Elapsed[3.04h], stu_l:23.322788 , opt_l:23.118198
[2025-12-17 19:34:46] TSPTester.py(256) : RRC step384, name:TSP1000, gap:0.884643 %, Elapsed[3.06h], stu_l:23.322788 , opt_l:23.118198
[2025-12-17 19:35:32] TSPTester.py(256) : RRC step385, name:TSP1000, gap:0.884643 %, Elapsed[3.08h], stu_l:23.322788 , opt_l:23.118198
[2025-12-17 19:36:44] TSPTester.py(256) : RRC step386, name:TSP1000, gap:0.884644 %, Elapsed[3.10h], stu_l:23.322788 , opt_l:23.118198
[2025-12-17 19:37:09] TSPTester.py(256) : RRC step387, name:TSP1000, gap:0.884643 %, Elapsed[3.10h], stu_l:23.322788 , opt_l:23.118198
[2025-12-17 19:37:15] TSPTester.py(256) : RRC step388, name:TSP1000, gap:0.884219 %, Elapsed[3.11h], stu_l:23.322689 , opt_l:23.118198
[2025-12-17 19:37:55] TSPTester.py(256) : RRC step389, name:TSP1000, gap:0.884219 %, Elapsed[3.12h], stu_l:23.322689 , opt_l:23.118198
[2025-12-17 19:38:12] TSPTester.py(256) : RRC step390, name:TSP1000, gap:0.883874 %, Elapsed[3.12h], stu_l:23.322609 , opt_l:23.118198
[2025-12-17 19:39:12] TSPTester.py(256) : RRC step391, name:TSP1000, gap:0.883874 %, Elapsed[3.14h], stu_l:23.322609 , opt_l:23.118198
[2025-12-17 19:39:20] TSPTester.py(256) : RRC step392, name:TSP1000, gap:0.883644 %, Elapsed[3.14h], stu_l:23.322556 , opt_l:23.118198
[2025-12-17 19:39:29] TSPTester.py(256) : RRC step393, name:TSP1000, gap:0.883473 %, Elapsed[3.14h], stu_l:23.322517 , opt_l:23.118198
[2025-12-17 19:39:29] TSPTester.py(256) : RRC step394, name:TSP1000, gap:0.883140 %, Elapsed[3.14h], stu_l:23.322441 , opt_l:23.118198
[2025-12-17 19:39:30] TSPTester.py(256) : RRC step395, name:TSP1000, gap:0.882709 %, Elapsed[3.14h], stu_l:23.322342 , opt_l:23.118198
[2025-12-17 19:39:43] TSPTester.py(256) : RRC step396, name:TSP1000, gap:0.881790 %, Elapsed[3.15h], stu_l:23.322128 , opt_l:23.118198
[2025-12-17 19:39:49] TSPTester.py(256) : RRC step397, name:TSP1000, gap:0.881033 %, Elapsed[3.15h], stu_l:23.321951 , opt_l:23.118198
[2025-12-17 19:41:06] TSPTester.py(256) : RRC step398, name:TSP1000, gap:0.881033 %, Elapsed[3.17h], stu_l:23.321951 , opt_l:23.118198
[2025-12-17 19:41:44] TSPTester.py(256) : RRC step399, name:TSP1000, gap:0.881032 %, Elapsed[3.18h], stu_l:23.321951 , opt_l:23.118198
[2025-12-17 19:41:48] TSPTester.py(256) : RRC step400, name:TSP1000, gap:0.881033 %, Elapsed[3.18h], stu_l:23.321951 , opt_l:23.118198
[2025-12-17 19:42:45] TSPTester.py(256) : RRC step401, name:TSP1000, gap:0.881033 %, Elapsed[3.20h], stu_l:23.321951 , opt_l:23.118198
[2025-12-17 19:43:29] TSPTester.py(256) : RRC step402, name:TSP1000, gap:0.881033 %, Elapsed[3.21h], stu_l:23.321951 , opt_l:23.118198
[2025-12-17 19:43:35] TSPTester.py(256) : RRC step403, name:TSP1000, gap:0.881032 %, Elapsed[3.21h], stu_l:23.321951 , opt_l:23.118198
[2025-12-17 19:43:41] TSPTester.py(256) : RRC step404, name:TSP1000, gap:0.880439 %, Elapsed[3.21h], stu_l:23.321815 , opt_l:23.118198
[2025-12-17 19:43:59] TSPTester.py(256) : RRC step405, name:TSP1000, gap:0.880438 %, Elapsed[3.22h], stu_l:23.321814 , opt_l:23.118198
[2025-12-17 19:44:38] TSPTester.py(256) : RRC step406, name:TSP1000, gap:0.880439 %, Elapsed[3.23h], stu_l:23.321812 , opt_l:23.118198
[2025-12-17 19:45:58] TSPTester.py(256) : RRC step407, name:TSP1000, gap:0.880439 %, Elapsed[3.25h], stu_l:23.321814 , opt_l:23.118198
[2025-12-17 19:45:59] TSPTester.py(256) : RRC step408, name:TSP1000, gap:0.877813 %, Elapsed[3.25h], stu_l:23.321209 , opt_l:23.118198
[2025-12-17 19:46:42] TSPTester.py(256) : RRC step409, name:TSP1000, gap:0.877813 %, Elapsed[3.26h], stu_l:23.321209 , opt_l:23.118198
[2025-12-17 19:46:50] TSPTester.py(256) : RRC step410, name:TSP1000, gap:0.877440 %, Elapsed[3.27h], stu_l:23.321123 , opt_l:23.118198
[2025-12-17 19:47:39] TSPTester.py(256) : RRC step411, name:TSP1000, gap:0.877440 %, Elapsed[3.28h], stu_l:23.321123 , opt_l:23.118198
[2025-12-17 19:47:58] TSPTester.py(256) : RRC step412, name:TSP1000, gap:0.877440 %, Elapsed[3.28h], stu_l:23.321123 , opt_l:23.118198
[2025-12-17 19:48:14] TSPTester.py(256) : RRC step413, name:TSP1000, gap:0.877441 %, Elapsed[3.29h], stu_l:23.321123 , opt_l:23.118198
[2025-12-17 19:48:45] TSPTester.py(256) : RRC step414, name:TSP1000, gap:0.877441 %, Elapsed[3.30h], stu_l:23.321123 , opt_l:23.118198
[2025-12-17 19:49:34] TSPTester.py(256) : RRC step415, name:TSP1000, gap:0.877441 %, Elapsed[3.31h], stu_l:23.321123 , opt_l:23.118198
[2025-12-17 19:50:28] TSPTester.py(256) : RRC step416, name:TSP1000, gap:0.877441 %, Elapsed[3.33h], stu_l:23.321123 , opt_l:23.118198
[2025-12-17 19:51:27] TSPTester.py(256) : RRC step417, name:TSP1000, gap:0.877440 %, Elapsed[3.34h], stu_l:23.321123 , opt_l:23.118198
[2025-12-17 19:51:51] TSPTester.py(256) : RRC step418, name:TSP1000, gap:0.877441 %, Elapsed[3.35h], stu_l:23.321123 , opt_l:23.118198
[2025-12-17 19:51:52] TSPTester.py(256) : RRC step419, name:TSP1000, gap:0.875713 %, Elapsed[3.35h], stu_l:23.320726 , opt_l:23.118198
[2025-12-17 19:52:51] TSPTester.py(256) : RRC step420, name:TSP1000, gap:0.875713 %, Elapsed[3.37h], stu_l:23.320726 , opt_l:23.118198
[2025-12-17 19:54:06] TSPTester.py(256) : RRC step421, name:TSP1000, gap:0.875713 %, Elapsed[3.39h], stu_l:23.320726 , opt_l:23.118198
[2025-12-17 19:54:35] TSPTester.py(256) : RRC step422, name:TSP1000, gap:0.875712 %, Elapsed[3.39h], stu_l:23.320726 , opt_l:23.118198
[2025-12-17 19:55:42] TSPTester.py(256) : RRC step423, name:TSP1000, gap:0.875713 %, Elapsed[3.41h], stu_l:23.320726 , opt_l:23.118198
[2025-12-17 19:56:00] TSPTester.py(256) : RRC step424, name:TSP1000, gap:0.875713 %, Elapsed[3.42h], stu_l:23.320724 , opt_l:23.118198
[2025-12-17 19:56:04] TSPTester.py(256) : RRC step425, name:TSP1000, gap:0.875568 %, Elapsed[3.42h], stu_l:23.320692 , opt_l:23.118198
[2025-12-17 19:56:15] TSPTester.py(256) : RRC step426, name:TSP1000, gap:0.875568 %, Elapsed[3.42h], stu_l:23.320692 , opt_l:23.118198
[2025-12-17 19:57:34] TSPTester.py(256) : RRC step427, name:TSP1000, gap:0.875568 %, Elapsed[3.44h], stu_l:23.320692 , opt_l:23.118198
[2025-12-17 19:57:54] TSPTester.py(256) : RRC step428, name:TSP1000, gap:0.874664 %, Elapsed[3.45h], stu_l:23.320484 , opt_l:23.118198
[2025-12-17 19:58:12] TSPTester.py(256) : RRC step429, name:TSP1000, gap:0.874664 %, Elapsed[3.45h], stu_l:23.320484 , opt_l:23.118198
[2025-12-17 19:58:18] TSPTester.py(256) : RRC step430, name:TSP1000, gap:0.874665 %, Elapsed[3.46h], stu_l:23.320484 , opt_l:23.118198
[2025-12-17 19:58:21] TSPTester.py(256) : RRC step431, name:TSP1000, gap:0.873304 %, Elapsed[3.46h], stu_l:23.320171 , opt_l:23.118198
[2025-12-17 19:58:33] TSPTester.py(256) : RRC step432, name:TSP1000, gap:0.873304 %, Elapsed[3.46h], stu_l:23.320171 , opt_l:23.118198
[2025-12-17 19:59:44] TSPTester.py(256) : RRC step433, name:TSP1000, gap:0.873304 %, Elapsed[3.48h], stu_l:23.320171 , opt_l:23.118198
[2025-12-17 19:59:53] TSPTester.py(256) : RRC step434, name:TSP1000, gap:0.872502 %, Elapsed[3.48h], stu_l:23.319986 , opt_l:23.118198
[2025-12-17 19:59:54] TSPTester.py(256) : RRC step435, name:TSP1000, gap:0.869646 %, Elapsed[3.48h], stu_l:23.319328 , opt_l:23.118198
[2025-12-17 20:00:06] TSPTester.py(256) : RRC step436, name:TSP1000, gap:0.869373 %, Elapsed[3.49h], stu_l:23.319267 , opt_l:23.118198
[2025-12-17 20:00:25] TSPTester.py(256) : RRC step437, name:TSP1000, gap:0.869372 %, Elapsed[3.49h], stu_l:23.319267 , opt_l:23.118198
[2025-12-17 20:01:12] TSPTester.py(256) : RRC step438, name:TSP1000, gap:0.869372 %, Elapsed[3.50h], stu_l:23.319267 , opt_l:23.118198
[2025-12-17 20:02:00] TSPTester.py(256) : RRC step439, name:TSP1000, gap:0.869372 %, Elapsed[3.52h], stu_l:23.319267 , opt_l:23.118198
[2025-12-17 20:02:01] TSPTester.py(256) : RRC step440, name:TSP1000, gap:0.867557 %, Elapsed[3.52h], stu_l:23.318846 , opt_l:23.118198
[2025-12-17 20:02:29] TSPTester.py(256) : RRC step441, name:TSP1000, gap:0.867557 %, Elapsed[3.53h], stu_l:23.318846 , opt_l:23.118198
[2025-12-17 20:02:30] TSPTester.py(256) : RRC step442, name:TSP1000, gap:0.863630 %, Elapsed[3.53h], stu_l:23.317938 , opt_l:23.118198
[2025-12-17 20:02:31] TSPTester.py(256) : RRC step443, name:TSP1000, gap:0.859321 %, Elapsed[3.53h], stu_l:23.316944 , opt_l:23.118198
[2025-12-17 20:03:45] TSPTester.py(256) : RRC step444, name:TSP1000, gap:0.859320 %, Elapsed[3.55h], stu_l:23.316944 , opt_l:23.118198
[2025-12-17 20:03:46] TSPTester.py(256) : RRC step445, name:TSP1000, gap:0.858746 %, Elapsed[3.55h], stu_l:23.316811 , opt_l:23.118198
[2025-12-17 20:03:50] TSPTester.py(256) : RRC step446, name:TSP1000, gap:0.858746 %, Elapsed[3.55h], stu_l:23.316811 , opt_l:23.118198
[2025-12-17 20:04:39] TSPTester.py(256) : RRC step447, name:TSP1000, gap:0.858745 %, Elapsed[3.56h], stu_l:23.316811 , opt_l:23.118198
[2025-12-17 20:04:40] TSPTester.py(256) : RRC step448, name:TSP1000, gap:0.857032 %, Elapsed[3.56h], stu_l:23.316414 , opt_l:23.118198
[2025-12-17 20:05:10] TSPTester.py(256) : RRC step449, name:TSP1000, gap:0.857032 %, Elapsed[3.57h], stu_l:23.316414 , opt_l:23.118198
[2025-12-17 20:05:24] TSPTester.py(256) : RRC step450, name:TSP1000, gap:0.857032 %, Elapsed[3.57h], stu_l:23.316414 , opt_l:23.118198
[2025-12-17 20:05:29] TSPTester.py(256) : RRC step451, name:TSP1000, gap:0.854929 %, Elapsed[3.58h], stu_l:23.315926 , opt_l:23.118198
[2025-12-17 20:05:35] TSPTester.py(256) : RRC step452, name:TSP1000, gap:0.854743 %, Elapsed[3.58h], stu_l:23.315884 , opt_l:23.118198
[2025-12-17 20:05:43] TSPTester.py(256) : RRC step453, name:TSP1000, gap:0.854230 %, Elapsed[3.58h], stu_l:23.315765 , opt_l:23.118198
[2025-12-17 20:06:18] TSPTester.py(256) : RRC step454, name:TSP1000, gap:0.854229 %, Elapsed[3.59h], stu_l:23.315765 , opt_l:23.118198
[2025-12-17 20:07:03] TSPTester.py(256) : RRC step455, name:TSP1000, gap:0.854230 %, Elapsed[3.60h], stu_l:23.315765 , opt_l:23.118198
[2025-12-17 20:07:13] TSPTester.py(256) : RRC step456, name:TSP1000, gap:0.854011 %, Elapsed[3.60h], stu_l:23.315716 , opt_l:23.118198
[2025-12-17 20:07:14] TSPTester.py(256) : RRC step457, name:TSP1000, gap:0.850607 %, Elapsed[3.61h], stu_l:23.314934 , opt_l:23.118198
[2025-12-17 20:08:49] TSPTester.py(256) : RRC step458, name:TSP1000, gap:0.850607 %, Elapsed[3.63h], stu_l:23.314934 , opt_l:23.118198
[2025-12-17 20:08:49] TSPTester.py(256) : RRC step459, name:TSP1000, gap:0.847498 %, Elapsed[3.63h], stu_l:23.314213 , opt_l:23.118198
[2025-12-17 20:08:51] TSPTester.py(256) : RRC step460, name:TSP1000, gap:0.847019 %, Elapsed[3.63h], stu_l:23.314102 , opt_l:23.118198
[2025-12-17 20:09:12] TSPTester.py(256) : RRC step461, name:TSP1000, gap:0.847019 %, Elapsed[3.64h], stu_l:23.314102 , opt_l:23.118198
[2025-12-17 20:09:22] TSPTester.py(256) : RRC step462, name:TSP1000, gap:0.847019 %, Elapsed[3.64h], stu_l:23.314102 , opt_l:23.118198
[2025-12-17 20:09:58] TSPTester.py(256) : RRC step463, name:TSP1000, gap:0.847019 %, Elapsed[3.65h], stu_l:23.314102 , opt_l:23.118198
[2025-12-17 20:10:02] TSPTester.py(256) : RRC step464, name:TSP1000, gap:0.847019 %, Elapsed[3.65h], stu_l:23.314102 , opt_l:23.118198
[2025-12-17 20:10:02] TSPTester.py(256) : RRC step465, name:TSP1000, gap:0.843837 %, Elapsed[3.65h], stu_l:23.313370 , opt_l:23.118198
[2025-12-17 20:10:41] TSPTester.py(256) : RRC step466, name:TSP1000, gap:0.843837 %, Elapsed[3.66h], stu_l:23.313370 , opt_l:23.118198
[2025-12-17 20:10:44] TSPTester.py(256) : RRC step467, name:TSP1000, gap:0.843340 %, Elapsed[3.66h], stu_l:23.313255 , opt_l:23.118198
[2025-12-17 20:12:13] TSPTester.py(256) : RRC step468, name:TSP1000, gap:0.843340 %, Elapsed[3.69h], stu_l:23.313255 , opt_l:23.118198
[2025-12-17 20:12:20] TSPTester.py(256) : RRC step469, name:TSP1000, gap:0.843340 %, Elapsed[3.69h], stu_l:23.313253 , opt_l:23.118198
[2025-12-17 20:13:50] TSPTester.py(256) : RRC step470, name:TSP1000, gap:0.843340 %, Elapsed[3.72h], stu_l:23.313253 , opt_l:23.118198
[2025-12-17 20:14:03] TSPTester.py(256) : RRC step471, name:TSP1000, gap:0.843340 %, Elapsed[3.72h], stu_l:23.313255 , opt_l:23.118198
[2025-12-17 20:14:03] TSPTester.py(256) : RRC step472, name:TSP1000, gap:0.842145 %, Elapsed[3.72h], stu_l:23.312979 , opt_l:23.118198
[2025-12-17 20:15:37] TSPTester.py(256) : RRC step473, name:TSP1000, gap:0.842144 %, Elapsed[3.74h], stu_l:23.312979 , opt_l:23.118198
[2025-12-17 20:15:45] TSPTester.py(256) : RRC step474, name:TSP1000, gap:0.841767 %, Elapsed[3.75h], stu_l:23.312893 , opt_l:23.118198
[2025-12-17 20:16:25] TSPTester.py(256) : RRC step475, name:TSP1000, gap:0.841768 %, Elapsed[3.76h], stu_l:23.312893 , opt_l:23.118198
[2025-12-17 20:17:57] TSPTester.py(256) : RRC step476, name:TSP1000, gap:0.841768 %, Elapsed[3.78h], stu_l:23.312893 , opt_l:23.118198
[2025-12-17 20:18:03] TSPTester.py(256) : RRC step477, name:TSP1000, gap:0.841376 %, Elapsed[3.79h], stu_l:23.312801 , opt_l:23.118198
[2025-12-17 20:18:04] TSPTester.py(256) : RRC step478, name:TSP1000, gap:0.840543 %, Elapsed[3.79h], stu_l:23.312611 , opt_l:23.118198
[2025-12-17 20:18:05] TSPTester.py(256) : RRC step479, name:TSP1000, gap:0.837920 %, Elapsed[3.79h], stu_l:23.312000 , opt_l:23.118198
[2025-12-17 20:18:18] TSPTester.py(256) : RRC step480, name:TSP1000, gap:0.837920 %, Elapsed[3.79h], stu_l:23.312000 , opt_l:23.118198
[2025-12-17 20:18:18] TSPTester.py(256) : RRC step481, name:TSP1000, gap:0.837796 %, Elapsed[3.79h], stu_l:23.311970 , opt_l:23.118198
[2025-12-17 20:19:33] TSPTester.py(256) : RRC step482, name:TSP1000, gap:0.837796 %, Elapsed[3.81h], stu_l:23.311970 , opt_l:23.118198
[2025-12-17 20:19:44] TSPTester.py(256) : RRC step483, name:TSP1000, gap:0.837796 %, Elapsed[3.81h], stu_l:23.311970 , opt_l:23.118198
[2025-12-17 20:19:46] TSPTester.py(256) : RRC step484, name:TSP1000, gap:0.837404 %, Elapsed[3.81h], stu_l:23.311880 , opt_l:23.118198
[2025-12-17 20:19:57] TSPTester.py(256) : RRC step485, name:TSP1000, gap:0.837405 %, Elapsed[3.82h], stu_l:23.311878 , opt_l:23.118198
[2025-12-17 20:20:54] TSPTester.py(256) : RRC step486, name:TSP1000, gap:0.837405 %, Elapsed[3.83h], stu_l:23.311880 , opt_l:23.118198
